geo,TIME_PERIOD,siec,source,nrg_bal,unit,OBS_VALUE
IT,2019,TOTAL,total,GEP,TJ,1057870.775
IT,2020,TOTAL,total,GEP,TJ,1009911.658
IT,2021,TOTAL,total,GEP,TJ,1040650.308
IT,2022,TOTAL,total,GEP,TJ,1022260.752
IT,2023,TOTAL,total,GEP,TJ,952979.015
NL,2015,TOTAL,total,GEP,TJ,396768.337
NL,2016,TOTAL,total,GEP,TJ,414570.269
NL,2017,TOTAL,total,GEP,TJ,421803.857
NL,2018,TOTAL,total,GEP,TJ,411766.967
NL,2019,TOTAL,total,GEP,TJ,437068.807
NL,2020,TOTAL,total,GEP,TJ,443801.264
NL,2021,TOTAL,total,GEP,TJ,439813.638
NL,2022,TOTAL,total,GEP,TJ,437662.253
NL,2023,TOTAL,total,GEP,TJ,437906.43
PL,2015,TOTAL,total,GEP,TJ,593803.04
PL,2016,TOTAL,total,GEP,TJ,599891.087
PL,2017,TOTAL,total,GEP,TJ,613675.271
PL,2018,TOTAL,total,GEP,TJ,612142.06
PL,2019,TOTAL,total,GEP,TJ,590358.604
PL,2020,TOTAL,total,GEP,TJ,568953.868
PL,2021,TOTAL,total,GEP,TJ,646673.432
PL,2022,TOTAL,total,GEP,TJ,647093.236
PL,2023,TOTAL,total,GEP,TJ,602503.236
TR,2015,TOTAL,total,GEP,TJ,942418.433
TR,2016,TOTAL,total,GEP,TJ,987865.78
TR,2017,TOTAL,total,GEP,TJ,1070199.086
TR,2018,TOTAL,total,GEP,TJ,1097286.746
TR,2019,TOTAL,total,GEP,TJ,1094031.216
TR,2020,TOTAL,total,GEP,TJ,1104131.135
TR,2021,TOTAL,total,GEP,TJ,1205003.196
TR,2022,TOTAL,total,GEP,TJ,1182165.628
TR,2023,TOTAL,total,GEP,TJ,1192136.022
UK,2015,TOTAL,total,GEP,TJ,1217111.083
UK,2016,TOTAL,total,GEP,TJ,1221181.643
UK,2017,TOTAL,total,GEP,TJ,1216716.761
UK,2018,TOTAL,total,GEP,TJ,1198809.641
UK,2019,TOTAL,total,GEP,TJ,1164354.368
